שם ישוב,סמל ישוב,מספר קלפי,בזב,מצביעים,פסולים,כשרים,אמת,ג,ד,ה,ו,ז,זה,זך,חץ,טב,יש,כ,כן,כץ,ל,מחל,מרצ,נץ,עם,פ,פז,פכ,פץ,ף,צה,ק,קז,קנ,קפ,רק,שס
באר שבע,9000,1790,0,411,6,405,74,2,0,0,0,1,1,28,1,9,1,3,105,1,77,54,2,0,0,2,2,0,0,0,1,1,0,0,0,3,37
באר שבע,9000,1800,0,325,9,316,41,2,0,0,0,0,1,8,0,21,0,5,53,0,78,37,1,1,1,0,0,0,0,0,0,1,1,1,0,0,64
באר שבע,9000,1810,0,515,7,508,105,2,0,0,0,0,0,39,1,43,0,2,146,0,69,38,13,0,0,3,0,0,1,0,0,0,1,6,0,4,35
באר שבע,9000,1820,0,406,1,405,94,2,0,0,0,0,0,25,2,19,1,0,142,0,32,35,15,0,0,1,0,0,0,0,0,0,0,10,0,4,23
באר שבע,9000,1830,0,420,1,419,108,0,2,0,0,0,0,11,0,38,0,0,118,0,30,43,20,0,0,2,0,0,0,0,0,0,0,5,0,7,35
באר שבע,9000,1840,0,337,3,334,93,0,0,0,0,0,0,9,0,24,0,0,104,0,20,38,4,0,1,0,0,0,0,0,0,0,1,2,0,1,37
באר שבע,9000,1850,0,418,4,414,61,2,0,0,1,0,0,10,2,10,3,1,95,1,137,35,3,0,0,1,3,0,0,0,0,1,1,3,1,4,39
באר שבע,9000,1860,0,295,6,289,33,0,0,0,2,1,0,14,2,14,0,3,59,1,91,20,1,0,0,1,0,0,0,0,0,0,1,5,0,0,41
באר שבע,9000,1870,0,419,5,414,96,0,0,0,2,0,7,29,3,26,0,3,117,0,35,38,6,0,0,2,0,0,1,0,0,2,0,8,0,3,36
באר שבע,9000,1880,0,391,3,388,24,1,1,0,0,0,0,3,8,8,0,1,87,0,181,43,6,0,0,0,1,0,0,1,2,0,1,4,0,1,15
באר שבע,9000,1890,0,285,1,284,20,3,0,0,0,0,0,9,0,20,0,3,46,0,112,43,0,0,0,0,0,0,0,0,0,1,0,2,0,1,24
באר שבע,9000,1900,0,420,1,419,73,1,0,0,0,0,0,18,2,36,0,0,109,0,71,33,5,0,0,3,0,0,0,0,0,0,2,2,0,3,61
באר שבע,9000,1910,0,311,4,307,76,0,0,0,0,1,0,10,0,17,2,2,79,0,33,23,9,0,0,1,0,0,0,0,0,0,1,4,0,2,47
באר שבע,9000,1920,0,377,0,377,59,3,0,0,1,0,3,10,4,8,0,1,107,1,104,23,5,0,0,1,0,0,0,0,0,1,1,4,1,6,34
באר שבע,9000,1930,0,313,5,308,41,1,0,0,1,0,0,4,0,16,0,0,82,0,100,26,8,0,0,0,0,0,0,0,0,0,2,2,0,0,25
באר שבע,9000,1940,0,383,5,378,56,0,0,0,0,0,0,24,4,15,0,1,111,0,84,26,9,1,0,1,0,0,1,0,0,2,1,3,0,1,38
באר שבע,9000,1960,0,355,3,352,95,1,0,0,0,0,0,24,1,35,0,2,96,0,15,26,1,0,0,5,0,0,0,0,0,0,0,2,0,3,46
באר שבע,9000,1970,0,316,11,305,44,0,0,0,0,2,0,15,2,7,0,0,58,1,104,25,9,0,1,0,0,0,0,0,0,0,1,3,0,2,31
באר שבע,9000,1980,0,487,7,480,108,7,0,0,0,0,0,35,2,46,0,0,138,0,30,41,8,1,0,0,0,1,0,0,0,1,7,0,0,7,48
באר שבע,9000,1990,0,307,4,303,18,3,1,0,3,1,4,1,0,4,1,1,60,1,158,24,2,0,0,0,0,1,1,0,0,0,0,3,0,1,15
באר שבע,9000,2000,0,443,12,431,48,1,0,0,0,0,0,20,3,19,2,0,100,0,140,38,10,0,0,0,0,0,0,0,0,2,0,5,0,4,39
באר שבע,9000,2010,0,370,5,365,92,3,1,0,3,0,1,30,2,31,1,2,77,0,28,45,7,1,0,1,0,0,0,0,0,0,0,3,0,4,33
באר שבע,9000,2020,0,374,6,368,66,2,1,0,1,0,0,24,0,23,0,1,124,0,26,44,3,0,1,3,0,0,2,0,0,0,0,5,0,9,33
באר שבע,9000,2030,0,428,5,423,100,2,0,0,0,0,0,16,3,26,0,1,99,0,74,30,15,0,0,1,3,0,0,0,0,0,0,8,0,6,39
באר שבע,9000,2040,0,473,5,468,113,3,0,0,0,0,1,36,0,35,0,2,94,0,49,54,11,0,0,4,0,0,0,0,0,0,0,3,0,3,60
באר שבע,9000,2050,0,273,3,270,71,1,0,0,0,0,0,12,0,13,0,1,85,0,20,25,3,0,0,0,0,0,2,0,0,0,0,3,0,0,34
באר שבע,9000,2060,0,467,2,465,110,2,2,0,1,0,0,44,0,32,0,1,107,0,38,50,13,0,0,0,0,0,0,0,0,0,0,4,0,7,54
באר שבע,9000,2070,0,463,2,461,120,4,0,0,3,1,0,20,2,29,1,1,142,0,39,41,8,0,1,5,0,0,1,0,0,0,0,4,0,11,28
באר שבע,9000,2080,0,395,11,384,68,0,0,0,0,0,0,12,1,20,0,0,95,0,69,58,3,0,0,1,1,0,1,0,0,0,0,9,0,6,40
באר שבע,9000,2090,0,290,6,284,39,1,0,1,0,0,5,13,0,13,2,1,38,0,30,42,0,0,2,1,0,1,0,0,0,0,1,1,0,4,89
באר שבע,9000,2100,0,392,6,386,82,2,0,0,0,0,0,11,0,7,2,2,62,1,111,38,8,0,0,1,1,0,0,0,0,0,0,4,0,3,51
באר שבע,9000,2110,0,319,10,309,52,4,1,0,1,0,0,4,0,10,0,4,62,1,70,31,0,0,0,0,0,0,0,0,0,0,1,1,0,3,64
באר שבע,9000,2120,0,384,15,369,65,4,0,0,1,1,1,8,1,4,0,3,93,0,104,24,4,0,0,0,0,1,0,1,0,1,0,1,0,4,48
באר שבע,9000,2130,0,276,10,266,12,9,0,0,0,1,2,4,1,4,0,3,38,0,126,19,1,1,0,0,0,0,0,1,0,3,1,2,0,3,35
באר שבע,9000,2140,0,375,4,371,50,2,0,0,1,1,0,10,1,15,0,1,85,0,101,37,5,0,0,0,0,0,0,0,0,0,0,1,0,3,58
באר שבע,9000,2150,0,250,6,244,30,1,0,0,1,0,2,2,0,13,1,0,50,0,74,33,2,2,0,0,0,0,0,0,1,0,0,2,0,5,25
באר שבע,9000,2160,0,258,8,250,25,2,0,0,3,0,0,11,2,14,1,0,61,0,74,21,4,0,0,1,0,0,0,0,0,1,0,2,0,5,23
באר שבע,9000,2170,0,487,3,484,23,52,0,0,0,0,0,6,0,14,0,4,46,0,39,25,3,0,1,1,0,0,0,0,0,0,0,2,0,1,267
באר שבע,9000,2180,0,274,8,266,33,0,0,0,0,0,0,7,1,6,3,7,67,0,73,24,2,0,0,0,0,0,0,0,0,1,0,3,0,1,38
באר שבע,9000,2190,0,223,7,216,44,2,0,0,0,0,0,3,0,12,0,1,39,0,30,22,4,1,1,0,0,0,0,0,0,0,0,2,0,3,52
באר שבע,9000,2200,0,361,5,356,48,1,0,1,0,0,0,17,3,15,0,0,87,0,120,22,3,0,0,0,0,0,0,0,1,0,2,0,0,5,31
באר שבע,9000,2210,0,364,9,355,27,1,1,0,1,0,0,6,3,4,0,4,79,0,168,31,0,0,0,0,2,0,0,0,0,0,1,3,0,6,18
באר שבע,9000,2220,0,310,2,308,59,6,0,0,0,0,0,10,0,19,0,0,85,0,34,35,2,0,2,0,0,0,0,0,0,0,0,1,0,4,51
באר שבע,9000,2230,0,317,5,312,46,4,0,0,0,0,0,6,2,9,0,4,74,1,80,30,4,0,0,1,0,0,1,1,0,0,0,3,0,2,44
באר שבע,9000,2240,0,354,4,350,59,2,0,0,0,0,0,12,2,10,0,1,82,0,75,39,6,0,0,0,0,0,0,0,0,1,0,1,0,3,57
באר שבע,9000,2250,0,317,5,312,50,1,0,0,0,0,0,6,0,12,1,0,81,0,121,25,0,0,0,2,0,0,0,0,0,1,1,0,0,1,10
באר שבע,9000,2260,0,348,4,344,62,4,0,0,0,0,0,21,0,19,0,1,84,0,67,40,4,0,0,0,1,0,0,0,0,0,0,1,0,3,37
באר שבע,9000,2270,0,414,10,404,49,0,1,0,0,0,0,16,0,14,0,3,109,0,128,36,2,2,0,0,0,0,0,0,0,1,0,3,0,2,38
באר שבע,9000,2280,0,225,9,216,25,3,0,0,0,0,2,1,1,1,0,1,45,0,102,15,1,0,0,0,0,1,0,0,0,2,2,2,0,3,9
באר שבע,9000,2290,0,264,2,262,45,1,0,0,1,0,0,23,0,13,0,1,84,0,41,25,6,0,0,0,0,0,1,0,0,0,0,2,0,3,16
באר שבע,9000,2300,0,418,6,412,55,6,0,0,2,0,0,11,5,10,2,1,102,0,134,33,3,0,0,0,0,0,0,0,0,0,1,1,0,3,43
באר שבע,9000,2310,0,373,5,368,76,2,0,0,0,2,2,14,1,11,3,1,91,0,86,37,2,0,0,1,0,0,0,0,0,3,1,3,0,2,30
באר שבע,9000,2320,0,342,3,339,46,0,0,0,0,0,0,16,2,55,2,0,75,0,56,31,4,0,0,1,0,0,0,0,0,0,0,1,0,1,49
באר שבע,9000,2330,0,262,4,258,50,1,0,0,1,0,0,18,0,20,0,0,58,0,44,26,1,0,0,2,0,0,0,0,0,0,0,5,0,1,31
באר שבע,9000,2340,0,365,5,360,62,5,1,0,0,0,0,15,1,14,0,0,112,0,83,25,9,0,2,0,1,0,0,0,0,0,1,3,0,3,23
באר שבע,9000,2350,0,236,6,230,21,4,0,0,1,1,0,7,1,9,0,0,53,0,101,5,10,0,0,1,0,0,0,0,0,0,0,2,0,2,12
באר שבע,9000,2360,0,320,5,315,39,3,0,0,0,0,2,16,0,18,2,6,77,0,87,24,9,0,0,2,0,0,0,0,0,0,1,2,0,2,25
באר שבע,9000,2370,0,352,1,351,76,2,1,0,0,0,0,17,2,36,1,1,86,0,43,36,6,0,0,1,0,0,0,0,0,0,0,1,0,3,39
באר שבע,9000,2380,0,438,8,430,99,3,0,0,1,0,0,18,1,27,0,4,103,0,63,38,12,0,0,0,0,0,0,0,0,0,1,4,0,6,50
באר שבע,9000,2390,0,345,8,337,59,1,0,0,0,0,0,21,5,18,1,1,74,1,80,31,4,0,0,0,0,0,1,0,0,1,0,1,0,3,35
באר שבע,9000,2400,0,306,6,300,41,1,1,0,2,0,0,14,2,7,0,1,55,1,110,40,3,0,0,1,1,0,0,0,0,1,0,0,0,2,17
באר שבע,9000,2410,0,282,4,278,48,3,0,0,1,0,2,13,0,15,0,0,69,0,39,34,5,0,0,2,0,0,0,2,0,1,1,3,0,2,38
באר שבע,9000,2430,0,276,4,272,23,1,0,0,0,0,0,6,3,10,1,6,73,1,74,33,4,0,0,0,2,0,0,0,0,0,1,0,0,0,34
באר שבע,9000,2460,0,472,2,470,105,1,0,1,0,0,0,43,0,29,0,1,131,0,36,54,6,0,1,1,0,0,0,0,0,0,0,6,0,9,46
באר שבע,9000,2480,0,453,17,436,86,3,0,1,0,0,6,18,0,47,0,3,114,0,47,42,13,0,2,1,2,0,0,0,0,1,0,3,0,5,42
באר שבע,9000,2500,0,264,9,255,28,5,0,0,1,0,0,2,1,10,2,0,60,0,68,32,2,0,0,0,0,0,0,0,0,0,2,1,0,1,40
באר שבע,9000,2510,0,279,4,275,38,1,0,0,0,0,0,9,1,14,2,1,75,0,63,11,5,0,0,0,0,0,0,0,0,0,0,0,0,2,53
באר שבע,9000,2520,0,309,8,301,46,3,0,0,0,0,0,11,4,11,2,0,75,1,73,25,5,0,0,0,0,0,0,0,1,0,1,5,0,2,36
באר שבע,9000,2600,0,327,1,326,74,0,0,0,0,0,0,30,2,21,0,0,89,0,14,49,6,0,0,2,0,0,0,0,0,0,0,4,0,6,29
באר שבע,9000,2610,0,397,9,388,87,3,0,0,8,0,0,9,0,24,0,1,133,0,42,34,2,0,0,2,0,1,1,0,0,0,0,8,0,4,29
באר שבע,9000,2621,0,282,2,280,63,1,1,0,0,0,0,13,0,18,1,0,80,0,39,28,2,0,1,2,0,0,0,0,0,0,0,2,0,5,24
באר שבע,9000,2622,0,253,3,250,47,1,0,0,0,0,0,9,2,18,0,0,85,0,25,33,6,0,0,2,0,0,0,0,0,0,0,1,0,2,19
באר שבע,9000,2630,0,343,6,337,78,2,2,0,3,0,0,30,0,35,0,0,85,0,14,42,8,0,0,3,0,0,0,0,0,0,0,4,0,7,24
באר שבע,9000,2640,0,408,4,404,99,2,0,0,2,0,1,10,0,44,2,2,92,0,45,37,7,0,0,0,1,1,0,0,0,0,0,0,0,4,55
באר שבע,9000,2650,0,408,2,406,82,1,0,0,0,0,0,13,1,23,0,1,123,0,59,36,7,0,2,0,1,0,2,0,0,1,1,5,0,4,44
באר שבע,9000,2660,0,365,8,357,88,3,0,0,0,0,0,10,0,27,1,0,112,0,40,28,6,0,0,1,0,0,0,0,0,0,0,2,0,3,36
באר שבע,9000,2670,0,302,4,298,83,0,0,0,1,0,0,14,0,38,0,0,63,0,18,35,2,0,0,0,0,0,0,0,0,0,0,2,0,2,40
באר שבע,9000,2680,0,352,0,352,93,2,0,0,3,0,0,18,0,25,0,0,109,0,34,30,4,0,0,3,0,0,0,0,0,0,0,3,0,5,23
באר שבע,9000,2700,0,284,4,280,71,1,0,0,0,0,0,13,0,19,0,1,49,0,45,32,4,0,1,1,0,0,2,0,0,0,0,1,1,0,39
באר שבע,9000,2710,0,417,2,415,89,5,0,0,1,0,0,19,0,37,0,2,114,0,45,44,3,0,1,2,0,0,0,0,0,0,0,3,0,2,48
באר שבע,9000,2720,0,286,2,284,83,4,0,0,1,0,0,10,0,12,2,5,74,0,33,30,1,3,0,1,0,0,1,0,0,1,0,0,0,6,17
באר שבע,9000,2750,0,340,4,336,45,2,0,0,0,0,0,35,0,31,0,5,100,0,23,42,5,1,0,1,0,0,0,0,0,0,0,1,0,2,43
באר שבע,9000,2790,0,303,3,300,87,5,0,0,0,0,2,22,1,36,0,3,54,1,19,13,8,0,0,5,0,1,0,0,0,0,0,1,0,2,40
באר שבע,9000,2800,0,268,2,266,30,0,1,0,0,0,0,10,0,18,0,0,79,0,55,29,1,0,2,0,0,0,0,0,0,0,0,3,0,0,38
באר שבע,9000,2900,0,325,6,319,27,4,1,0,2,0,0,5,2,7,1,2,48,0,183,18,3,0,0,0,1,0,0,2,0,0,0,2,1,3,7
באר שבע,9000,9900,0,19,1,18,4,0,0,0,0,0,0,1,0,2,0,0,8,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
נהריה,9100,10,0,430,1,429,85,0,0,1,2,0,0,38,0,4,2,2,152,0,40,47,23,0,1,2,1,0,0,0,0,1,1,4,0,4,19
נהריה,9100,20,0,357,5,352,89,3,0,0,1,0,1,45,1,19,0,1,82,0,21,35,16,0,0,1,0,0,1,0,0,0,0,8,1,2,25
נהריה,9100,30,0,273,5,268,59,1,0,0,0,1,13,32,0,3,2,2,73,0,10,26,13,0,0,1,0,0,0,0,0,0,1,7,0,2,22
נהריה,9100,40,0,423,3,420,83,1,0,0,2,1,1,49,1,21,0,7,115,0,54,33,11,1,0,1,0,0,0,0,0,0,1,6,0,4,28
נהריה,9100,50,0,390,4,386,72,1,0,0,1,0,0,40,2,19,1,0,122,1,34,20,36,0,0,2,0,0,1,0,0,1,2,11,0,8,12
נהריה,9100,60,0,295,8,287,34,3,2,1,2,0,0,12,0,11,1,0,41,0,123,20,6,1,1,0,0,0,0,0,0,1,1,5,1,3,18
נהריה,9100,70,0,357,6,351,67,0,0,0,1,0,0,37,1,15,1,0,100,0,49,26,6,0,0,3,0,0,1,0,0,1,1,8,1,4,29
נהריה,9100,110,0,387,5,382,55,1,0,0,0,0,0,34,0,23,0,4,75,1,74,48,3,1,0,1,1,0,0,0,0,3,0,7,0,1,50
נהריה,9100,120,0,319,2,317,41,5,2,0,0,0,0,23,2,21,0,1,47,0,51,34,4,0,0,0,0,1,0,0,0,0,0,11,0,4,70
נהריה,9100,130,0,318,12,306,36,4,0,0,1,0,0,10,1,16,2,0,45,0,75,34,1,1,0,0,0,0,0,0,0,0,2,2,0,1,75
נהריה,9100,140,0,372,10,362,69,2,0,0,1,1,0,21,0,16,2,1,79,0,55,46,4,0,0,1,1,0,0,0,0,0,2,2,0,3,56
נהריה,9100,150,0,277,4,273,35,4,0,0,1,0,0,21,5,28,1,1,41,0,49,22,2,0,0,0,0,0,0,0,0,1,1,3,0,2,56
נהריה,9100,160,0,387,4,383,53,4,1,0,1,0,0,21,0,41,1,4,65,0,65,56,1,0,0,1,2,0,0,0,0,1,0,3,0,2,61
נהריה,9100,180,0,316,7,309,25,4,0,0,0,0,1,5,1,18,1,4,60,0,72,39,2,0,0,1,0,1,0,1,0,0,3,6,0,3,62
נהריה,9100,190,0,341,3,338,42,6,0,0,0,0,2,17,1,28,0,3,74,0,47,53,0,0,0,1,0,0,0,0,0,0,0,6,0,0,58
נהריה,9100,200,0,350,11,339,46,2,2,0,1,1,0,21,2,15,0,3,84,1,97,24,2,0,0,0,0,0,2,0,0,2,1,2,0,2,29
נהריה,9100,210,0,292,7,285,27,3,0,0,1,0,0,19,1,24,1,0,37,0,85,39,3,0,0,0,0,0,0,0,0,0,4,2,0,1,38
נהריה,9100,220,0,268,8,260,23,6,0,0,0,1,0,7,2,13,0,4,63,0,62,28,0,0,0,1,1,0,0,1,0,0,0,2,0,0,46
נהריה,9100,230,0,346,6,340,38,1,0,0,0,0,0,8,1,21,0,2,52,0,85,41,3,0,0,0,0,0,0,0,0,2,2,2,0,3,79
נהריה,9100,240,0,341,2,339,24,6,0,0,0,0,0,19,0,47,0,4,55,0,47,33,1,0,0,0,0,1,1,0,0,0,0,2,0,2,97
נהריה,9100,290,0,470,11,459,48,1,1,0,4,0,0,27,0,6,0,3,109,0,159,40,6,0,0,1,0,0,1,0,0,0,0,3,0,4,46
נהריה,9100,300,0,350,4,346,57,0,0,0,0,1,0,21,0,17,0,2,100,0,68,39,3,0,0,0,0,0,1,0,0,0,0,5,0,2,30
נהריה,9100,310,0,374,1,373,58,1,0,0,0,0,0,36,1,64,0,5,83,2,11,51,6,0,0,2,0,0,1,0,0,1,0,7,1,6,37
נהריה,9100,320,0,305,5,300,66,1,0,0,0,1,0,35,0,19,0,6,53,0,6,38,3,0,0,2,0,0,0,0,0,1,0,6,0,4,59
נהריה,9100,330,0,351,4,347,61,1,0,0,0,0,0,31,0,49,0,5,69,1,28,45,4,0,0,1,0,0,1,0,0,0,1,8,0,4,38
נהריה,9100,340,0,289,12,277,42,0,2,1,1,0,1,16,2,12,1,0,68,0,74,33,2,1,0,0,0,0,0,0,0,1,0,2,0,5,13
נהריה,9100,350,0,390,6,384,46,1,0,0,2,0,0,17,0,25,1,3,100,1,87,36,10,0,0,0,0,0,1,0,0,0,1,3,0,10,40
נהריה,9100,360,0,389,1,388,29,4,0,0,1,0,2,8,1,22,2,1,67,0,145,41,0,0,0,0,1,0,0,0,0,0,0,7,0,3,54
נהריה,9100,370,0,365,4,361,49,3,1,0,0,0,0,13,2,21,0,1,63,0,105,41,1,1,1,0,1,0,2,0,0,0,2,4,0,3,47
נהריה,9100,380,0,352,5,347,59,2,0,0,0,0,0,41,4,23,0,1,92,0,32,55,6,0,0,0,0,0,0,0,0,0,0,8,0,3,21
נהריה,9100,390,0,379,5,374,64,1,0,0,0,0,1,24,0,15,0,0,107,1,55,52,5,1,0,3,0,0,0,0,0,0,4,5,0,4,32
נהריה,9100,400,0,435,4,431,86,1,0,0,1,0,0,43,1,24,1,1,136,0,35,48,8,0,0,1,0,0,0,0,0,1,1,8,0,4,31
נהריה,9100,410,0,337,3,334,46,3,0,0,0,0,1,15,0,27,1,1,106,0,58,22,7,1,0,3,2,1,1,0,0,2,1,4,0,1,31
נהריה,9100,420,0,339,8,331,58,1,0,0,0,0,0,36,1,13,0,2,100,0,54,29,9,0,0,2,0,1,0,0,0,0,0,4,0,7,14
נהריה,9100,430,0,311,8,303,49,0,0,0,0,0,0,29,0,17,0,0,109,2,19,30,9,0,0,0,0,0,0,0,0,0,1,3,0,8,27
נהריה,9100,440,0,270,1,269,48,1,0,0,0,0,0,28,0,10,0,0,87,0,20,41,6,0,0,2,0,0,1,0,0,0,0,8,0,4,13
נהריה,9100,450,0,506,6,500,63,4,1,0,1,0,0,55,3,17,0,0,146,0,116,42,20,0,0,1,0,0,1,0,0,1,0,2,1,5,21
נהריה,9100,460,0,309,3,306,47,1,0,0,1,0,0,37,0,16,1,0,103,0,25,33,11,0,0,5,0,0,0,0,0,0,0,8,0,5,13
נהריה,9100,470,0,251,2,249,42,3,0,0,3,0,0,22,0,14,2,4,64,0,35,25,5,0,0,0,0,0,0,0,0,0,1,3,0,3,23
נהריה,9100,480,0,387,4,383,56,2,0,0,0,0,1,47,1,29,1,0,117,0,50,34,6,0,0,1,0,0,1,1,0,2,1,4,1,2,26
נהריה,9100,490,0,536,6,530,66,1,0,0,1,0,1,61,0,66,0,4,145,0,63,47,5,0,0,3,0,0,1,0,0,0,4,8,0,9,45
נהריה,9100,500,0,423,7,416,64,2,0,0,0,0,0,34,0,46,0,2,100,0,66,46,8,0,0,0,1,0,1,0,0,0,2,4,1,3,36
נהריה,9100,510,0,252,3,249,29,1,1,0,9,0,1,16,1,5,1,0,51,0,92,18,4,1,1,0,2,0,0,0,0,0,0,2,0,3,11
נהריה,9100,520,0,420,8,412,90,0,0,0,0,0,0,35,0,20,0,2,155,0,32,37,12,0,0,1,0,0,0,0,0,1,0,4,0,1,22
נהריה,9100,530,0,408,6,402,61,3,0,0,0,0,0,39,2,14,0,1,128,0,62,45,6,0,0,3,0,0,0,0,0,0,2,3,0,7,26
נהריה,9100,540,0,370,4,366,68,1,0,0,0,0,0,41,3,42,0,2,86,0,38,45,5,0,0,1,0,0,0,0,0,0,2,2,0,3,27
נהריה,9100,550,0,403,4,399,83,0,0,0,0,0,0,24,3,14,0,2,153,0,30,43,21,0,0,4,0,0,0,0,0,0,0,4,0,6,12
נהריה,9100,560,0,421,4,417,56,2,0,0,1,0,0,54,1,39,0,1,150,0,40,33,6,0,0,1,0,0,0,0,0,1,0,3,0,10,19
נהריה,9100,570,0,407,4,403,69,1,1,0,0,0,2,52,1,8,0,2,95,0,49,48,23,0,0,5,0,0,0,0,0,1,1,5,1,10,29
נהריה,9100,580,0,391,7,384,63,1,1,0,0,0,0,40,1,30,1,1,138,0,27,45,8,2,0,1,0,0,0,0,0,0,0,8,0,4,13
נהריה,9100,590,0,411,8,403,77,4,0,0,0,0,0,53,4,20,0,0,138,0,29,38,11,0,0,2,0,0,0,0,0,1,2,4,0,1,19
נהריה,9100,600,0,471,7,464,93,0,0,0,1,0,0,37,1,31,0,2,163,0,37,51,12,0,0,1,0,1,0,0,0,2,0,7,0,5,20
נהריה,9100,610,0,367,3,364,53,3,2,0,6,0,0,25,1,20,1,1,119,0,63,39,7,1,0,1,3,0,0,0,0,0,0,8,0,5,6
נהריה,9100,620,0,385,3,382,65,1,0,0,0,0,1,41,2,25,1,1,107,0,49,32,9,0,0,1,0,0,0,0,0,0,4,6,0,4,33
נהריה,9100,630,0,301,3,298,45,1,0,0,0,0,0,32,0,13,1,2,119,0,21,31,5,0,0,0,0,0,0,0,0,0,0,3,0,12,13
נהריה,9100,640,0,369,4,365,55,3,0,0,0,0,3,29,0,20,3,1,83,0,91,36,4,1,3,1,0,0,0,0,0,0,1,0,1,2,28
נהריה,9100,650,0,287,1,286,37,1,0,0,0,0,0,30,1,24,0,3,96,0,17,42,7,0,0,4,0,0,0,0,0,0,0,5,0,3,16
נהריה,9100,660,0,477,1,476,89,1,0,0,0,0,0,42,1,33,0,0,185,0,20,51,16,0,0,2,0,0,0,0,0,0,0,7,0,13,16
נהריה,9100,670,0,389,1,388,57,2,0,0,5,1,0,30,0,16,1,0,148,0,32,49,10,0,1,1,0,0,0,0,0,2,0,3,0,2,28
נהריה,9100,680,0,350,1,349,59,0,4,0,0,0,0,33,0,15,0,2,151,0,15,28,4,0,0,1,0,1,0,0,0,0,0,6,0,7,23
נהריה,9100,690,0,365,5,360,74,0,1,0,2,0,0,30,4,20,2,3,133,0,16,33,3,0,0,0,0,1,1,0,0,0,0,6,0,2,29
נהריה,9100,700,0,464,12,452,71,0,0,5,0,0,0,39,3,39,2,1,145,0,51,46,13,0,0,0,0,1,0,0,0,0,1,4,0,4,27
נהריה,9100,720,0,280,3,277,56,1,0,1,0,0,0,19,0,24,0,2,94,0,31,24,9,1,0,1,0,0,0,0,0,0,0,2,0,2,10
נהריה,9100,730,0,253,4,249,33,1,0,2,0,0,1,32,5,10,1,3,73,0,31,16,13,1,0,0,0,0,0,0,0,1,0,6,0,8,12
נהריה,9100,740,0,403,2,401,60,3,0,0,0,0,0,47,1,16,0,2,139,1,32,51,9,1,1,2,1,0,2,0,0,0,0,5,0,3,25
נהריה,9100,9900,0,3,0,3,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
בית שאן,9200,10,0,321,9,312,73,2,0,0,0,0,0,9,0,25,0,0,31,0,12,67,7,1,0,0,1,0,6,0,0,1,0,0,0,0,77
בית שאן,9200,20,0,428,7,421,79,8,0,0,0,0,0,6,3,27,0,2,55,0,24,58,6,1,0,0,0,0,1,0,0,0,0,4,0,0,147
בית שאן,9200,30,0,361,5,356,62,4,1,0,0,0,0,11,0,35,0,5,43,0,9,44,0,1,0,0,0,0,0,0,0,0,1,1,0,3,136
בית שאן,9200,40,0,390,4,386,80,11,0,0,0,0,0,3,0,52,0,1,35,0,13,53,0,0,1,1,1,0,1,0,0,0,0,3,0,0,131
בית שאן,9200,50,0,314,4,310,50,18,0,0,0,0,4,4,0,25,0,0,31,0,28,56,1,0,0,0,0,0,2,0,0,0,0,2,0,1,88
בית שאן,9200,60,0,474,5,469,97,5,0,0,0,0,0,15,0,51,0,6,69,0,9,65,3,0,0,1,1,1,2,0,0,0,0,2,0,3,139
בית שאן,9200,70,0,497,4,493,84,8,0,1,0,0,0,12,0,85,0,5,41,0,15,112,1,0,0,3,0,2,3,0,0,0,1,7,0,3,110
בית שאן,9200,90,0,313,4,309,57,8,0,0,0,0,0,7,0,24,0,2,34,0,8,32,3,0,0,2,0,1,3,0,1,0,0,0,0,1,126
בית שאן,9200,100,0,346,2,344,51,18,0,0,0,0,0,6,0,31,0,2,30,0,7,82,0,1,0,2,0,3,4,0,0,0,0,0,0,1,106
בית שאן,9200,120,0,358,9,349,49,7,0,0,0,0,0,4,0,27,0,2,32,0,45,40,0,0,0,2,0,0,0,0,0,0,0,0,0,0,141
בית שאן,9200,130,0,291,1,290,36,1,0,0,0,0,0,10,1,41,0,3,72,0,12,70,1,0,0,1,0,0,1,0,0,0,0,0,0,2,39
בית שאן,9200,140,0,280,3,277,45,2,0,0,0,0,6,7,0,28,0,3,50,0,17,50,2,0,0,1,2,0,2,0,1,0,1,0,0,1,59
בית שאן,9200,150,0,317,4,313,47,3,0,0,0,0,0,8,0,55,1,5,52,0,12,64,0,0,0,1,0,0,0,0,0,0,0,1,0,1,63
בית שאן,9200,160,0,311,5,306,42,4,0,0,0,0,0,12,0,40,0,2,64,0,7,78,1,0,0,0,0,0,1,0,0,1,0,1,0,3,50
בית שאן,9200,170,0,379,5,374,51,14,0,0,0,0,1,7,0,66,0,2,46,0,4,50,4,0,0,1,0,2,2,0,0,0,0,5,0,0,119
בית שאן,9200,180,0,373,11,362,46,9,0,0,1,0,0,0,1,14,1,4,35,0,70,48,2,0,0,3,0,1,2,0,0,2,0,2,0,0,121
בית שאן,9200,190,0,355,1,354,50,10,0,0,0,0,0,0,0,39,0,3,31,0,18,48,1,0,0,0,0,2,1,0,0,0,0,2,0,1,148
בית שאן,9200,200,0,290,8,282,36,10,0,0,1,0,0,5,1,16,0,2,39,0,29,35,5,0,0,0,0,0,0,0,0,0,0,0,0,0,103
